# q     mp2         bmp2        ccd         rpa
0.0245	-0.12891111	-0.23661847	-0.05757007	-0.05171663
0.034648232	-0.12590728	-0.21700472	-0.06897194	-0.05753612
0.042435245	-0.12058164	-0.19728077	-0.0776504	-0.06094859
0.049	-0.11457604	-0.18069792	-0.08295756	-0.06208293
0.054783666	-0.10805812	-0.1657091	-0.08607681	-0.06187574
0.060012499	-0.10109239	-0.15120195	-0.08778521	-0.06085867
0.069296464	-0.08513968	-0.12295054	-0.08536561	-0.05574843
0.0735	-0.07720046	-0.10987842	-0.0827041	-0.05258828
0.077475803	-0.06959034	-0.09790241	-0.07898487	-0.04909074
0.081257307	-0.06266303	-0.08740707	-0.07476339	-0.04556582
0.08487049	-0.05613328	-0.07761797	-0.07046895	-0.04211916
0.088336006	-0.05009733	-0.06871084	-0.06611105	-0.0387799
0.091670606	-0.04470439	-0.06087134	-0.06177277	-0.03563054
0.098	-0.03530721	-0.04744928	-0.05330689	-0.02979733
0.101016088	-0.0312859	-0.04178501	-0.04936267	-0.02718355
0.103944697	-0.02754493	-0.03654848	-0.04550758	-0.02468449
0.106793024	-0.02446245	-0.03229445	-0.04200984	-0.02251564
0.109567331	-0.02155656	-0.02829504	-0.03864202	-0.0204461
0.112273105	-0.0189264	-0.02469494	-0.03546729	-0.01852992
0.114915186	-0.01651776	-0.02141138	-0.0324922	-0.0167498
